# Valid estimates generated by sparse beam search plus MITM verification
# Format required by the problem statement: @(r, u, v, VE, VT)
@(5, 0x0000D000, 0x80C88C88, -0.000122070312500, -0.000122070312500)
@(5, 0x0000D000, 0x80C88C8C, -0.000122070312500, -0.000122070312500)
@(5, 0x0000D000, 0x80C8C8C8, -0.000122070312500, -0.000122070312500)
@(5, 0x0000D000, 0x80C8C8CC, -0.000122070312500, -0.000122070312500)
@(5, 0x0000D000, 0x80C8CC88, 0.000122070312500, 0.000122070312500)
@(5, 0x0000D000, 0x80C8CC8C, 0.000122070312500, 0.000122070312500)
@(5, 0x00200000, 0x00110110, -0.000122070312500, -0.000122070312500)
@(5, 0x00200000, 0x00110114, -0.000122070312500, -0.000122070312500)
@(5, 0x00200000, 0x00110550, 0.000122070312500, 0.000122070312500)
@(5, 0x00200000, 0x00110554, 0.000122070312500, 0.000122070312500)
@(5, 0x00200000, 0x00110998, 0.000122070312500, 0.000122070312500)
@(5, 0x00200000, 0x0011099C, 0.000122070312500, 0.000122070312500)
@(5, 0xB0000000, 0x10145015, -0.000114440917969, -0.000114440917969)
@(5, 0xB0000000, 0x10145451, 0.000114440917969, 0.000114440917969)
@(5, 0xB0000000, 0x1014589D, 0.000114440917969, 0.000114440917969)
@(5, 0xB0000000, 0x10145CD9, 0.000114440917969, 0.000114440917969)
@(5, 0x80000000, 0x44646046, -0.000113487243652, -0.000113487243652)
@(5, 0x80000000, 0x44666046, -0.000113487243652, -0.000113487243652)
@(5, 0x00003000, 0x80787787, 0.000113248825073, 0.000113248825073)
@(5, 0x00006000, 0x834B7574, 0.000108718872070, 0.000108718872070)
@(5, 0x00006000, 0x834B7576, 0.000108718872070, 0.000108718872070)
@(5, 0x00006000, 0x834B7A89, -0.000108718872070, -0.000108718872070)
@(5, 0x00006000, 0x834B7A8B, -0.000108718872070, -0.000108718872070)
@(5, 0x00006000, 0x834B8579, -0.000108718872070, -0.000108718872070)
@(5, 0x00006000, 0x834B857B, -0.000108718872070, -0.000108718872070)
@(5, 0x00006000, 0x834B8A84, 0.000108718872070, 0.000108718872070)
@(5, 0x00006000, 0x834B8A86, 0.000108718872070, 0.000108718872070)
@(5, 0x00006000, 0x8C447574, -0.000108718872070, -0.000108718872070)
@(5, 0x00006000, 0x8C447576, -0.000108718872070, -0.000108718872070)
@(5, 0x40000000, 0x87878088, 0.000108718872070, 0.000108718872070)
@(5, 0x40000000, 0x87878F77, -0.000108718872070, -0.000108718872070)
@(5, 0x40000000, 0x87888088, 0.000108718872070, 0.000108718872070)
@(5, 0x40000000, 0x87888F77, -0.000108718872070, -0.000108718872070)
@(5, 0x40000000, 0x88878088, -0.000108718872070, -0.000108718872070)
@(5, 0x40000000, 0x88878F77, 0.000108718872070, 0.000108718872070)
@(5, 0x40000000, 0x88888088, -0.000108718872070, -0.000108718872070)
@(5, 0x40000000, 0x88888F77, 0.000108718872070, 0.000108718872070)
@(5, 0x60000000, 0x87878088, 0.000108718872070, 0.000108718872070)
@(5, 0x60000000, 0x87878F77, -0.000108718872070, -0.000108718872070)
@(5, 0x60000000, 0x87888088, 0.000108718872070, 0.000108718872070)
@(5, 0x60000000, 0x87888F77, -0.000108718872070, -0.000108718872070)
@(5, 0x60000000, 0x88878088, -0.000108718872070, -0.000108718872070)
@(5, 0x60000000, 0x88878F77, 0.000108718872070, 0.000108718872070)
@(5, 0x60000000, 0x88888088, -0.000108718872070, -0.000108718872070)
@(5, 0x60000000, 0x88888F77, 0.000108718872070, 0.000108718872070)
@(5, 0xA0000000, 0x4146C04C, -0.000105857849121, -0.000105857849121)
@(5, 0xA0000000, 0x4344C04C, 0.000105857849121, 0.000105857849121)
@(5, 0xA0000000, 0x4E46C04C, -0.000105857849121, -0.000105857849121)
@(5, 0x0000A000, 0x40444644, -0.000103950500488, -0.000103950500488)
@(5, 0x0000A000, 0x40444646, -0.000103950500488, -0.000103950500488)
@(5, 0x0000A000, 0x42664444, -0.000103950500488, -0.000103950500488)
@(5, 0x0000A000, 0x42664446, -0.000103950500488, -0.000103950500488)
@(5, 0xA0000000, 0x44444266, -0.000103950500488, -0.000103950500488)
@(5, 0xA0000000, 0x44464266, -0.000103950500488, -0.000103950500488)
@(5, 0xA0000000, 0x46444044, -0.000103950500488, -0.000103950500488)
@(5, 0xA0000000, 0x46464044, -0.000103950500488, -0.000103950500488)
@(5, 0xD0000000, 0x80828800, 0.000102996826172, 0.000102996826172)
@(5, 0xD0000000, 0x80878800, -0.000102996826172, -0.000102996826172)
@(5, 0xD0000000, 0x808A8800, 0.000102996826172, 0.000102996826172)
@(5, 0xD0000000, 0x808F8800, -0.000102996826172, -0.000102996826172)
@(5, 0xD0000000, 0x85828800, -0.000102996826172, -0.000102996826172)
@(5, 0xD0000000, 0x85878800, 0.000102996826172, 0.000102996826172)
@(5, 0xD0000000, 0x858A8800, 0.000102996826172, 0.000102996826172)
@(5, 0xD0000000, 0x858F8800, -0.000102996826172, -0.000102996826172)
@(5, 0x0000A000, 0x40446464, -0.000101089477539, -0.000101089477539)
@(5, 0x0000A000, 0x40446466, -0.000101089477539, -0.000101089477539)
@(5, 0x0000A000, 0x40644664, -0.000101089477539, -0.000101089477539)
@(5, 0x0000A000, 0x40644666, -0.000101089477539, -0.000101089477539)
@(5, 0x0000A000, 0x40646444, -0.000101089477539, -0.000101089477539)
@(5, 0x0000A000, 0x40646446, -0.000101089477539, -0.000101089477539)
@(5, 0xA0000000, 0x44466066, -0.000101089477539, -0.000101089477539)
@(5, 0x60000000, 0x2222A57F, -0.000099182128906, -0.000099182128906)
@(5, 0x00004000, 0x80887778, 0.000098228454590, 0.000098228454590)
@(5, 0x00004000, 0x80887887, -0.000098228454590, -0.000098228454590)
@(5, 0x00004000, 0x80888777, -0.000098228454590, -0.000098228454590)
@(5, 0x00004000, 0x80888888, 0.000098228454590, 0.000098228454590)
@(5, 0x00004000, 0x8F877778, -0.000098228454590, -0.000098228454590)
@(5, 0x00004000, 0x8F877887, 0.000098228454590, 0.000098228454590)
@(5, 0x00004000, 0x8F878777, 0.000098228454590, 0.000098228454590)
@(5, 0x00004000, 0x8F878888, -0.000098228454590, -0.000098228454590)
@(5, 0xE0000000, 0x10565277, 0.000095367431641, 0.000095367431641)
@(5, 0x00001000, 0x80887778, 0.000093698501587, 0.000093698501587)
@(5, 0x00001000, 0x80887887, -0.000093698501587, -0.000093698501587)
@(5, 0x00001000, 0x80888777, -0.000093698501587, -0.000093698501587)
@(5, 0x00001000, 0x80888888, 0.000093698501587, 0.000093698501587)
@(5, 0x00001000, 0x8F877778, -0.000093698501587, -0.000093698501587)
@(5, 0x00001000, 0x8F877887, 0.000093698501587, 0.000093698501587)
@(5, 0x00001000, 0x8F878777, 0.000093698501587, 0.000093698501587)
@(5, 0x00001000, 0x8F878888, -0.000093698501587, -0.000093698501587)
@(5, 0xB0000000, 0x2024A46E, -0.000093460083008, -0.000093460083008)
@(5, 0xB0000000, 0x2026A46E, -0.000093460083008, -0.000093460083008)
@(5, 0xD0000000, 0x2222A02A, 0.000093460083008, 0.000093460083008)
@(5, 0xC0000000, 0x444EE04E, -0.000092983245850, -0.000092983245850)
@(5, 0x0000F000, 0x80C888C8, 0.000091552734375, 0.000091552734375)
@(5, 0x0000F000, 0x80C88C8C, -0.000091552734375, -0.000091552734375)
@(5, 0x0000F000, 0x80C8C8CC, -0.000091552734375, -0.000091552734375)
@(5, 0x0000F000, 0x80C8CC88, 0.000091552734375, 0.000091552734375)
@(5, 0x0000F000, 0x84CC88C8, -0.000091552734375, -0.000091552734375)
@(5, 0x0000F000, 0x84CC8C8C, 0.000091552734375, 0.000091552734375)
@(5, 0x10000000, 0x46446046, 0.000091552734375, 0.000091552734375)
@(5, 0x40000000, 0x22223023, -0.000091552734375, -0.000091552734375)
@(5, 0xB0000000, 0x1014D01D, -0.000091552734375, -0.000091552734375)
@(5, 0xB0000000, 0x1014D459, 0.000091552734375, 0.000091552734375)
@(5, 0xB0000000, 0x1014D895, 0.000091552734375, 0.000091552734375)
@(5, 0xB0000000, 0x1014DCD1, 0.000091552734375, 0.000091552734375)
@(5, 0xC0000000, 0x444E6046, -0.000091552734375, -0.000091552734375)
@(5, 0xE0000000, 0x212E44E0, 0.000091552734375, 0.000091552734375)
@(5, 0xE0000000, 0x21A64CE8, 0.000091552734375, 0.000091552734375)
@(5, 0xE0000000, 0x2221AA00, 0.000091552734375, 0.000091552734375)
@(5, 0xE0000000, 0x2225AA00, 0.000091552734375, 0.000091552734375)
@(5, 0xE0000000, 0x2229AA00, 0.000091552734375, 0.000091552734375)
@(5, 0xC0000000, 0x41441041, 0.000090837478638, 0.000090837478638)
@(5, 0x10000000, 0x4644E04E, 0.000089168548584, 0.000089168548584)
@(5, 0x000000C0, 0x04400044, -0.000081062316895, -0.000081062316895)
@(5, 0x00C00000, 0x00440440, -0.000081062316895, -0.000081062316895)
@(5, 0x00004000, 0x20424066, -0.000080108642578, -0.000080108642578)
@(5, 0x00004000, 0x20424264, -0.000080108642578, -0.000080108642578)
@(5, 0x10000000, 0x87878088, 0.000075817108154, 0.000075817108154)
@(5, 0x10000000, 0x87878F77, -0.000075817108154, -0.000075817108154)
@(5, 0x10000000, 0x87888088, 0.000075817108154, 0.000075817108154)
@(5, 0x10000000, 0x87888F77, -0.000075817108154, -0.000075817108154)
@(5, 0x10000000, 0x88878088, -0.000075817108154, -0.000075817108154)
@(5, 0x10000000, 0x88878F77, 0.000075817108154, 0.000075817108154)
@(5, 0x10000000, 0x88888088, -0.000075817108154, -0.000075817108154)
@(5, 0x10000000, 0x88888F77, 0.000075817108154, 0.000075817108154)
@(5, 0x00001000, 0x1011111D, -0.000072479248047, -0.000072479248047)
@(5, 0x00001000, 0x10111159, 0.000072479248047, 0.000072479248047)
@(5, 0x000000C0, 0x03300033, 0.000068664550781, 0.000068664550781)
@(5, 0x000000C0, 0x033000CC, 0.000068664550781, 0.000068664550781)
@(5, 0x000000C0, 0x03300F33, 0.000068664550781, 0.000068664550781)
@(5, 0x000000C0, 0x03300FCC, 0.000068664550781, 0.000068664550781)
@(5, 0x000000C0, 0x033F0033, 0.000068664550781, 0.000068664550781)
@(5, 0x000000C0, 0x033F00CC, 0.000068664550781, 0.000068664550781)
@(5, 0x000000C0, 0x033F0F33, 0.000068664550781, 0.000068664550781)
@(5, 0x000000C0, 0x033F0FCC, 0.000068664550781, 0.000068664550781)
@(5, 0x000000C0, 0x03C00033, 0.000068664550781, 0.000068664550781)
@(5, 0x00C00000, 0x00330330, 0.000068664550781, 0.000068664550781)
@(5, 0x00C00000, 0x0033033F, 0.000068664550781, 0.000068664550781)
@(5, 0x00C00000, 0x003303C0, 0.000068664550781, 0.000068664550781)
@(5, 0x00C00000, 0x003303CF, 0.000068664550781, 0.000068664550781)
@(5, 0x00C00000, 0x00330C30, 0.000068664550781, 0.000068664550781)
@(5, 0x00C00000, 0x00330C3F, 0.000068664550781, 0.000068664550781)
@(5, 0x00C00000, 0x00330CC0, 0.000068664550781, 0.000068664550781)
@(5, 0x00C00000, 0x00330CCF, 0.000068664550781, 0.000068664550781)
@(5, 0x00C00000, 0x00CC0330, 0.000068664550781, 0.000068664550781)
@(5, 0xD0000000, 0x80828C04, 0.000066757202148, 0.000066757202148)
@(5, 0xF0000000, 0x22280A8A, 0.000061035156250, 0.000061035156250)
@(5, 0xF0000000, 0x2228AA80, 0.000061035156250, 0.000061035156250)
@(5, 0xF0000000, 0x222C0A8A, -0.000061035156250, -0.000061035156250)
@(5, 0xF0000000, 0x222CAA80, 0.000061035156250, 0.000061035156250)
@(5, 0xF0000000, 0x26280ECE, -0.000061035156250, -0.000061035156250)
@(5, 0xF0000000, 0x262C0ECE, 0.000061035156250, 0.000061035156250)
@(5, 0xF0000000, 0x2024A46E, -0.000053405761719, -0.000053405761719)
@(5, 0xF0000000, 0x2026A46E, -0.000053405761719, -0.000053405761719)
@(5, 0x0000B000, 0x8109105A, -0.000045776367188, -0.000045776367188)
@(5, 0x0000B000, 0x8109119C, -0.000045776367188, -0.000045776367188)
@(5, 0x0000B000, 0x810912D8, -0.000045776367188, -0.000045776367188)
@(5, 0x0000B000, 0x8109131E, 0.000045776367188, 0.000045776367188)
@(5, 0x0000B000, 0x8109141E, 0.000045776367188, 0.000045776367188)
@(5, 0x0000B000, 0x810915D8, -0.000045776367188, -0.000045776367188)
@(5, 0x0000B000, 0x8109169C, -0.000045776367188, -0.000045776367188)
@(5, 0x0000B000, 0x8109175A, -0.000045776367188, -0.000045776367188)
@(5, 0x0000B000, 0x810918D2, -0.000045776367188, -0.000045776367188)
@(5, 0x0000B000, 0x81091914, 0.000045776367188, 0.000045776367188)
@(5, 0x000000B0, 0x07800088, -0.000038146972656, -0.000038146972656)
@(5, 0x000000B0, 0x07800F77, 0.000038146972656, 0.000038146972656)
@(5, 0x000000B0, 0x078F0088, -0.000038146972656, -0.000038146972656)
@(5, 0x000000B0, 0x078F0F77, 0.000038146972656, 0.000038146972656)
@(5, 0x000000B0, 0x08800088, 0.000038146972656, 0.000038146972656)
@(5, 0x000000B0, 0x08800F77, -0.000038146972656, -0.000038146972656)
@(5, 0x000000B0, 0x088F0088, 0.000038146972656, 0.000038146972656)
@(5, 0x000000B0, 0x088F0F77, -0.000038146972656, -0.000038146972656)
@(5, 0x000000B0, 0x44440466, 0.000032424926758, 0.000032424926758)
@(5, 0x000000B0, 0x44460466, 0.000032424926758, 0.000032424926758)
@(5, 0x00B00000, 0x04664444, 0.000032424926758, 0.000032424926758)
@(5, 0x00B00000, 0x04664446, 0.000032424926758, 0.000032424926758)
@(5, 0x00B00000, 0x04664464, 0.000032424926758, 0.000032424926758)
@(5, 0x00B00000, 0x04664466, 0.000032424926758, 0.000032424926758)
@(5, 0x00B00000, 0x0466E44C, 0.000032424926758, 0.000032424926758)
@(5, 0x00B00000, 0x0466E44E, 0.000032424926758, 0.000032424926758)
@(5, 0x00B00000, 0x0466E46C, 0.000032424926758, 0.000032424926758)
@(5, 0x00B00000, 0x0466E46E, 0.000032424926758, 0.000032424926758)
@(5, 0x00B00000, 0x06444644, 0.000032424926758, 0.000032424926758)
@(5, 0x00B00000, 0x06444646, 0.000032424926758, 0.000032424926758)
@(5, 0x00000C00, 0x00150101, -0.000023841857910, -0.000023841857910)
@(5, 0x00000C00, 0x021F0101, -0.000023841857910, -0.000023841857910)
@(5, 0x00000C00, 0x04150101, 0.000023841857910, 0.000023841857910)
@(5, 0x00000B00, 0x00150101, -0.000021457672119, -0.000021457672119)
@(5, 0x00000B00, 0x021F0101, -0.000021457672119, -0.000021457672119)
@(5, 0x00000B00, 0x04150101, 0.000021457672119, 0.000021457672119)
@(5, 0x00000C00, 0x061F0101, -0.000019073486328, -0.000019073486328)
@(5, 0x0E000000, 0x04405405, -0.000019073486328, -0.000019073486328)
@(5, 0x0E000000, 0x04405E05, -0.000019073486328, -0.000019073486328)
@(5, 0x0E000000, 0x044A5405, -0.000019073486328, -0.000019073486328)
@(5, 0x0E000000, 0x044A5E05, -0.000019073486328, -0.000019073486328)
@(5, 0x0E000000, 0x04E05405, -0.000019073486328, -0.000019073486328)
@(5, 0x0E000000, 0x04E05E05, -0.000019073486328, -0.000019073486328)
@(5, 0x0E000000, 0x04EA5405, -0.000019073486328, -0.000019073486328)
@(5, 0x0E000000, 0x04EA5E05, -0.000019073486328, -0.000019073486328)
@(5, 0x0E000000, 0x0E405405, -0.000019073486328, -0.000019073486328)
@(5, 0x0E000000, 0x0E405E05, -0.000019073486328, -0.000019073486328)
@(5, 0x00000B00, 0x061F0101, -0.000017166137695, -0.000017166137695)
@(5, 0x09000000, 0x400C0E08, -0.000017166137695, -0.000017166137695)
@(5, 0x09000000, 0x470B0E08, 0.000017166137695, 0.000017166137695)
@(5, 0x09000000, 0x480B0E08, -0.000017166137695, -0.000017166137695)
@(5, 0x09000000, 0x4F0C0E08, 0.000017166137695, 0.000017166137695)
@(5, 0x09000000, 0x600E0C08, -0.000017166137695, -0.000017166137695)
@(5, 0x09000000, 0x67090C08, 0.000017166137695, 0.000017166137695)
@(5, 0x09000000, 0x68090C08, -0.000017166137695, -0.000017166137695)
@(5, 0x09000000, 0x6F0E0C08, 0.000017166137695, 0.000017166137695)
@(5, 0x00000400, 0x488C8888, 0.000015258789062, 0.000015258789062)
@(5, 0x00000400, 0x4CC88787, 0.000015258789062, 0.000015258789062)
@(5, 0x00000400, 0x4CC88888, -0.000015258789062, -0.000015258789062)
@(5, 0x04000000, 0x87874CC8, 0.000015258789062, 0.000015258789062)
@(5, 0x04000000, 0x8888488C, 0.000015258789062, 0.000015258789062)
@(5, 0x04000000, 0x88884CC8, -0.000015258789062, -0.000015258789062)
@(5, 0x00000C00, 0x00150404, 0.000014305114746, 0.000014305114746)
@(5, 0x00000C00, 0x00150B0B, -0.000014305114746, -0.000014305114746)
@(5, 0x00000C00, 0x00150C0C, -0.000014305114746, -0.000014305114746)
@(5, 0x00000C00, 0x00150E0E, -0.000014305114746, -0.000014305114746)
@(5, 0x00000C00, 0x021F0404, 0.000014305114746, 0.000014305114746)
@(5, 0x00000C00, 0x021F0B0B, -0.000014305114746, -0.000014305114746)
@(5, 0x03000000, 0x400C0E08, -0.000013351440430, -0.000013351440430)
@(5, 0x03000000, 0x470B0E08, 0.000013351440430, 0.000013351440430)
@(5, 0x03000000, 0x480B0E08, -0.000013351440430, -0.000013351440430)
@(5, 0x03000000, 0x4F0C0E08, 0.000013351440430, 0.000013351440430)
@(5, 0x03000000, 0x600E0C08, -0.000013351440430, -0.000013351440430)
@(5, 0x03000000, 0x67090C08, 0.000013351440430, 0.000013351440430)
@(5, 0x03000000, 0x68090C08, -0.000013351440430, -0.000013351440430)
@(5, 0x03000000, 0x6F0E0C08, 0.000013351440430, 0.000013351440430)
@(5, 0x07000000, 0x400C0E08, -0.000013351440430, -0.000013351440430)
@(5, 0x07000000, 0x470B0E08, 0.000013351440430, 0.000013351440430)
@(5, 0x07000000, 0x480B0E08, -0.000013351440430, -0.000013351440430)
@(5, 0x07000000, 0x4F0C0E08, 0.000013351440430, 0.000013351440430)
@(5, 0x07000000, 0x600E0C08, -0.000013351440430, -0.000013351440430)
@(5, 0x07000000, 0x67090C08, 0.000013351440430, 0.000013351440430)
@(5, 0x07000000, 0x68090C08, -0.000013351440430, -0.000013351440430)
@(5, 0x07000000, 0x6F0E0C08, 0.000013351440430, 0.000013351440430)
@(5, 0x00000B00, 0x00150404, 0.000012874603271, 0.000012874603271)
@(5, 0x00000B00, 0x00150B0B, -0.000012874603271, -0.000012874603271)
@(5, 0x00000B00, 0x00150C0C, -0.000012874603271, -0.000012874603271)
@(5, 0x00000B00, 0x00150E0E, -0.000012874603271, -0.000012874603271)
@(5, 0x00000B00, 0x021F0404, 0.000012874603271, 0.000012874603271)
@(5, 0x00000B00, 0x021F0B0B, -0.000012874603271, -0.000012874603271)
@(5, 0x02000000, 0x04405405, -0.000011444091797, -0.000011444091797)
@(5, 0x02000000, 0x04405E05, -0.000011444091797, -0.000011444091797)
@(5, 0x02000000, 0x044A5405, -0.000011444091797, -0.000011444091797)
@(5, 0x02000000, 0x044A5E05, -0.000011444091797, -0.000011444091797)
@(5, 0x02000000, 0x04E05405, -0.000011444091797, -0.000011444091797)
@(5, 0x02000000, 0x04E05E05, -0.000011444091797, -0.000011444091797)
@(5, 0x02000000, 0x04EA5405, -0.000011444091797, -0.000011444091797)
@(5, 0x02000000, 0x04EA5E05, -0.000011444091797, -0.000011444091797)
@(5, 0x02000000, 0x0E405405, -0.000011444091797, -0.000011444091797)
@(5, 0x02000000, 0x0E405E05, -0.000011444091797, -0.000011444091797)
@(5, 0x08000000, 0x0002E0AE, 0.000009536743164, 0.000009536743164)
@(5, 0x08000000, 0x0002E5AB, -0.000009536743164, -0.000009536743164)
@(5, 0x08000000, 0x0002E8A6, -0.000009536743164, -0.000009536743164)
@(5, 0x08000000, 0x0002EDA3, -0.000009536743164, -0.000009536743164)
@(5, 0x0A000000, 0x0002E0AE, -0.000009536743164, -0.000009536743164)
@(5, 0x0A000000, 0x0002E5AB, 0.000009536743164, 0.000009536743164)
@(5, 0x0A000000, 0x0002E8A6, 0.000009536743164, 0.000009536743164)
@(5, 0x0A000000, 0x0002EDA3, 0.000009536743164, 0.000009536743164)
@(5, 0x09000000, 0x80000008, 0.000009059906006, 0.000009059906006)
@(5, 0x09000000, 0x87070008, -0.000009059906006, -0.000009059906006)
@(5, 0x0C000000, 0x40004CCC, -0.000008881092072, -0.000008881092072)
@(5, 0x0C000000, 0x4A004CCC, -0.000008881092072, -0.000008881092072)
@(5, 0x07000000, 0x43E54400, 0.000008583068848, 0.000008583068848)
@(5, 0x07000000, 0x43E54602, -0.000008583068848, -0.000008583068848)
@(5, 0x0C000000, 0x400046C6, -0.000007867813110, -0.000007867813110)
@(5, 0x0C000000, 0x400A46C6, -0.000007867813110, -0.000007867813110)
@(5, 0x0C000000, 0x400A4CCC, -0.000007867813110, -0.000007867813110)
@(5, 0x0C000000, 0x4A0046C6, -0.000007867813110, -0.000007867813110)
@(5, 0x0C000000, 0x4A0A46C6, -0.000007867813110, -0.000007867813110)
@(5, 0x0C000000, 0x4A0A4CCC, -0.000007867813110, -0.000007867813110)
@(5, 0x00000400, 0x03430008, -0.000007629394531, -0.000007629394531)
@(5, 0x00000400, 0x05450008, -0.000007629394531, -0.000007629394531)
@(5, 0x00000400, 0x07870008, 0.000007629394531, 0.000007629394531)
@(5, 0x00000400, 0x09890008, -0.000007629394531, -0.000007629394531)
@(5, 0x00000400, 0x0B4B0008, 0.000007629394531, 0.000007629394531)
@(5, 0x00000400, 0x0F8F0008, -0.000007629394531, -0.000007629394531)
@(5, 0x00000400, 0x14458888, 0.000007629394531, 0.000007629394531)
@(5, 0x04000000, 0x7778488C, 0.000007629394531, 0.000007629394531)
@(5, 0x04000000, 0x77784CC8, -0.000007629394531, -0.000007629394531)
@(5, 0x04000000, 0x77884CC8, -0.000007629394531, -0.000007629394531)
@(5, 0x04000000, 0x78774CC8, 0.000007629394531, 0.000007629394531)
@(5, 0x04000000, 0x7887488C, -0.000007629394531, -0.000007629394531)
@(5, 0x04000000, 0x78874CC8, 0.000007629394531, 0.000007629394531)
@(5, 0x04000000, 0x80874CC8, -0.000007629394531, -0.000007629394531)
@(5, 0x00000800, 0x48CC737C, -0.000007152557373, -0.000007152557373)
@(5, 0x00000800, 0x48CC7C83, 0.000007152557373, 0.000007152557373)
@(5, 0x00000800, 0x48CC8373, 0.000007152557373, 0.000007152557373)
@(5, 0x00000800, 0x48CC8BFB, -0.000007152557373, -0.000007152557373)
@(5, 0x00000800, 0x48CCFBFC, 0.000007152557373, 0.000007152557373)
@(5, 0x00000800, 0x48CCFC8B, -0.000007152557373, -0.000007152557373)
@(5, 0x00000A00, 0x48CC737C, 0.000007152557373, 0.000007152557373)
@(5, 0x00000A00, 0x48CC7C83, -0.000007152557373, -0.000007152557373)
@(5, 0x00000A00, 0x48CC8373, -0.000007152557373, -0.000007152557373)
@(5, 0x00000A00, 0x48CC8BFB, 0.000007152557373, 0.000007152557373)
@(5, 0x00000A00, 0x48CCFBFC, -0.000007152557373, -0.000007152557373)
@(5, 0x00000A00, 0x48CCFC8B, 0.000007152557373, 0.000007152557373)
@(5, 0x00000900, 0x8787700F, 0.000006675720215, 0.000006675720215)
@(5, 0x00000900, 0x8787770F, -0.000006675720215, -0.000006675720215)
@(5, 0x00000900, 0x87878000, -0.000006675720215, -0.000006675720215)
@(5, 0x00000900, 0x87878700, 0.000006675720215, 0.000006675720215)
@(5, 0x00000900, 0x8788700F, 0.000006675720215, 0.000006675720215)
@(5, 0x00000900, 0x8788770F, -0.000006675720215, -0.000006675720215)
@(5, 0x00000900, 0x87888000, -0.000006675720215, -0.000006675720215)
@(5, 0x00000900, 0x87888700, 0.000006675720215, 0.000006675720215)
@(5, 0x00000900, 0x8887700F, -0.000006675720215, -0.000006675720215)
@(5, 0x00000900, 0x8887770F, 0.000006675720215, 0.000006675720215)
@(5, 0x03000000, 0x00780208, 0.000006675720215, 0.000006675720215)
@(5, 0x03000000, 0x00780708, -0.000006675720215, -0.000006675720215)
@(5, 0x0C000000, 0x400046CC, -0.000006198883057, -0.000006198883057)
@(5, 0x0C000000, 0x40004E44, 0.000006198883057, 0.000006198883057)
@(5, 0x00000100, 0x44444200, 0.000005722045898, 0.000005722045898)
@(5, 0x00000100, 0x44444A00, 0.000005722045898, 0.000005722045898)
@(5, 0x00000100, 0x4444E20A, 0.000005722045898, 0.000005722045898)
@(5, 0x00000100, 0x4444EA0A, 0.000005722045898, 0.000005722045898)
@(5, 0x00000100, 0x46464200, -0.000005722045898, -0.000005722045898)
@(5, 0x00000100, 0x46464A00, -0.000005722045898, -0.000005722045898)
@(5, 0x00000100, 0x4646E20A, -0.000005722045898, -0.000005722045898)
@(5, 0x00000100, 0x4646EA0A, -0.000005722045898, -0.000005722045898)
@(5, 0x00000100, 0x4C464200, -0.000005722045898, -0.000005722045898)
@(5, 0x00000100, 0x4C464A00, -0.000005722045898, -0.000005722045898)
@(5, 0x00000800, 0x7787700F, -0.000005722045898, -0.000005722045898)
@(5, 0x00000800, 0x77877F0F, 0.000005722045898, 0.000005722045898)
@(5, 0x00000800, 0x77878000, 0.000005722045898, 0.000005722045898)
@(5, 0x00000800, 0x77878F00, -0.000005722045898, -0.000005722045898)
@(5, 0x00000A00, 0x7787700F, -0.000005722045898, -0.000005722045898)
@(5, 0x00000A00, 0x77877F0F, 0.000005722045898, 0.000005722045898)
@(5, 0x00000A00, 0x77878000, 0.000005722045898, 0.000005722045898)
@(5, 0x00000A00, 0x77878F00, -0.000005722045898, -0.000005722045898)
@(5, 0x06000000, 0x2000666A, 0.000005722045898, 0.000005722045898)
@(5, 0x06000000, 0x2000676A, 0.000005722045898, 0.000005722045898)
@(5, 0x06000000, 0x20006E6A, 0.000005722045898, 0.000005722045898)
@(5, 0x06000000, 0x20006F6A, -0.000005722045898, -0.000005722045898)
@(5, 0x06000000, 0x4006686A, 0.000005722045898, 0.000005722045898)
@(5, 0x06000000, 0x40066A6A, 0.000005722045898, 0.000005722045898)
@(5, 0x0A000000, 0x43E54400, -0.000005722045898, -0.000005722045898)
@(5, 0x0A000000, 0x43E54602, 0.000005722045898, 0.000005722045898)
@(5, 0x0A000000, 0x43ED6402, -0.000005722045898, -0.000005722045898)
@(5, 0x0A000000, 0x43ED6600, 0.000005722045898, 0.000005722045898)
@(5, 0x0A000000, 0x46E04400, 0.000005722045898, 0.000005722045898)
@(5, 0x0A000000, 0x46E04602, -0.000005722045898, -0.000005722045898)
@(5, 0x00000200, 0x22111803, -0.000005245208740, -0.000005245208740)
@(5, 0x00000200, 0x22115807, 0.000005245208740, 0.000005245208740)
@(5, 0x00000200, 0x2211980B, 0.000005245208740, 0.000005245208740)
@(5, 0x00000200, 0x2211D80F, 0.000005245208740, 0.000005245208740)
@(5, 0x01000000, 0x04405405, 0.000005245208740, 0.000005245208740)
@(5, 0x01000000, 0x04405E05, 0.000005245208740, 0.000005245208740)
@(5, 0x01000000, 0x044A5405, 0.000005245208740, 0.000005245208740)
@(5, 0x01000000, 0x044A5E05, 0.000005245208740, 0.000005245208740)
@(5, 0x01000000, 0x04E05405, 0.000005245208740, 0.000005245208740)
@(5, 0x01000000, 0x04E05E05, 0.000005245208740, 0.000005245208740)
@(5, 0x01000000, 0x04EA5405, 0.000005245208740, 0.000005245208740)
@(5, 0x01000000, 0x04EA5E05, 0.000005245208740, 0.000005245208740)
@(5, 0x01000000, 0x0E405405, 0.000005245208740, 0.000005245208740)
@(5, 0x01000000, 0x0E405E05, 0.000005245208740, 0.000005245208740)
@(5, 0x06000000, 0x2000222A, 0.000005125999451, 0.000005125999451)
