PDF-compliant scoring report
Rule: valid iff VE in [VT-|VT|*2^(-2r), VT+|VT|*2^(-2r)], VE!=0, u!=0, v!=0
This solver computes VE and VT by exact sparse correlation composition, so VE = VT.

=== r = 1 ===
No  u           v           VE                 VT                 Score
75  0x00000200  0x01110000      0.500000000000      0.500000000000    1.0000
76  0x00000200  0x05550000     -0.500000000000     -0.500000000000    1.0000
77  0x00000200  0x09990000     -0.500000000000     -0.500000000000    1.0000
78  0x00000200  0x0DDD0000     -0.500000000000     -0.500000000000    1.0000
79  0x00000300  0x03330000      0.500000000000      0.500000000000    1.0000
80  0x00000300  0x0CCC0000      0.500000000000      0.500000000000    1.0000
81  0x00000400  0x02220000      0.500000000000      0.500000000000    1.0000
82  0x00000400  0x07770000      0.500000000000      0.500000000000    1.0000
83  0x00000400  0x0AAA0000     -0.500000000000     -0.500000000000    1.0000
84  0x00000400  0x0FFF0000      0.500000000000      0.500000000000    1.0000
85  0x00000500  0x08880000     -0.500000000000     -0.500000000000    1.0000
86  0x00000500  0x0FFF0000      0.500000000000      0.500000000000    1.0000
87  0x00000600  0x02220000     -0.500000000000     -0.500000000000    1.0000
88  0x00000600  0x03330000      0.500000000000      0.500000000000    1.0000
89  0x00000600  0x0AAA0000     -0.500000000000     -0.500000000000    1.0000
90  0x00000600  0x0BBB0000     -0.500000000000     -0.500000000000    1.0000
91  0x00000700  0x0BBB0000      0.500000000000      0.500000000000    1.0000
92  0x00000700  0x0CCC0000      0.500000000000      0.500000000000    1.0000
93  0x00000800  0x04440000      0.500000000000      0.500000000000    1.0000
94  0x00000800  0x0EEE0000      0.500000000000      0.500000000000    1.0000
95  0x00000900  0x08880000     -0.500000000000     -0.500000000000    1.0000
96  0x00000900  0x0CCC0000      0.500000000000      0.500000000000    1.0000
97  0x00000A00  0x04440000     -0.500000000000     -0.500000000000    1.0000
98  0x00000A00  0x0EEE0000      0.500000000000      0.500000000000    1.0000
99  0x00000B00  0x09990000     -0.500000000000     -0.500000000000    1.0000
100  0x00000B00  0x0DDD0000      0.500000000000      0.500000000000    1.0000
101  0x00000C00  0x04440000     -0.500000000000     -0.500000000000    1.0000
102  0x00000C00  0x06660000      0.500000000000      0.500000000000    1.0000
103  0x00000D00  0x08880000     -0.500000000000     -0.500000000000    1.0000
104  0x00000D00  0x0CCC0000     -0.500000000000     -0.500000000000    1.0000
105  0x00000E00  0x04440000     -0.500000000000     -0.500000000000    1.0000
106  0x00000E00  0x06660000     -0.500000000000     -0.500000000000    1.0000
107  0x00000F00  0x01110000      0.500000000000      0.500000000000    1.0000
108  0x00000F00  0x05550000      0.500000000000      0.500000000000    1.0000
109  0x00001000  0x00000700     -0.500000000000     -0.500000000000    1.0000
110  0x00001000  0x00000800      0.500000000000      0.500000000000    1.0000
111  0x00002000  0x00000100      0.500000000000      0.500000000000    1.0000
112  0x00002000  0x00000500     -0.500000000000     -0.500000000000    1.0000
113  0x00002000  0x00000900     -0.500000000000     -0.500000000000    1.0000
114  0x00002000  0x00000D00     -0.500000000000     -0.500000000000    1.0000
115  0x00003000  0x00000300      0.500000000000      0.500000000000    1.0000
116  0x00003000  0x00000C00      0.500000000000      0.500000000000    1.0000
117  0x00004000  0x00000200      0.500000000000      0.500000000000    1.0000
118  0x00004000  0x00000700      0.500000000000      0.500000000000    1.0000
119  0x00004000  0x00000A00     -0.500000000000     -0.500000000000    1.0000
120  0x00004000  0x00000F00      0.500000000000      0.500000000000    1.0000
121  0x00005000  0x00000800     -0.500000000000     -0.500000000000    1.0000
122  0x00005000  0x00000F00      0.500000000000      0.500000000000    1.0000
123  0x00006000  0x00000200     -0.500000000000     -0.500000000000    1.0000
124  0x00006000  0x00000300      0.500000000000      0.500000000000    1.0000
125  0x00006000  0x00000A00     -0.500000000000     -0.500000000000    1.0000
126  0x00006000  0x00000B00     -0.500000000000     -0.500000000000    1.0000
127  0x00007000  0x00000B00      0.500000000000      0.500000000000    1.0000
128  0x00007000  0x00000C00      0.500000000000      0.500000000000    1.0000
129  0x00008000  0x00000400      0.500000000000      0.500000000000    1.0000
130  0x00008000  0x00000E00      0.500000000000      0.500000000000    1.0000
131  0x00009000  0x00000800     -0.500000000000     -0.500000000000    1.0000
132  0x00009000  0x00000C00      0.500000000000      0.500000000000    1.0000
133  0x0000A000  0x00000400     -0.500000000000     -0.500000000000    1.0000
134  0x0000A000  0x00000E00      0.500000000000      0.500000000000    1.0000
135  0x0000B000  0x00000900     -0.500000000000     -0.500000000000    1.0000
